miRNA1,miRNA2,hgnc_symbol_tf,hgnc_symbol_target,CommonSynergyModules,CancerTypes,Count
miR-19b-3p,miR-33a-5p,FOXP1,LNX1,miR-19b-3p/miR-33a-5p/FOXP1/LNX1,STAD,1
miR-19b-3p,miR-3613-5p,MEF2A,ASAP1,miR-19b-3p/miR-3613-5p/MEF2A/ASAP1,STAD,1
miR-19b-3p,miR-3613-5p,MEF2A,CDYL,miR-19b-3p/miR-3613-5p/MEF2A/CDYL,STAD,1
miR-19b-3p,miR-362-3p,MEF2A,ASAP1,miR-19b-3p/miR-362-3p/MEF2A/ASAP1,STAD,1
miR-19b-3p,miR-3913-5p,MEF2A,HDAC9,miR-19b-3p/miR-3913-5p/MEF2A/HDAC9,SARC,1
miR-19b-3p,miR-421,FOXP1,EPRS1,miR-19b-3p/miR-421/FOXP1/EPRS1,STAD,1
miR-19b-3p,miR-421,FOXP1,MAD1L1,miR-19b-3p/miR-421/FOXP1/MAD1L1,STAD,1
miR-19b-3p,miR-431-5p,FOXP1,MAD1L1,miR-19b-3p/miR-431-5p/FOXP1/MAD1L1,STAD,1
miR-19b-3p,miR-454-3p,ESR1,HSPB1,miR-19b-3p/miR-454-3p/ESR1/HSPB1,SARC,1
miR-19b-3p,miR-454-3p,ESR1,STAT5A,miR-19b-3p/miR-454-3p/ESR1/STAT5A,HNSC,1
miR-19b-3p,miR-505-5p,RUNX2,MMP13,miR-19b-3p/miR-505-5p/RUNX2/MMP13,BRCA,1
miR-19b-3p,miR-577,FOXP1,GSE1,miR-19b-3p/miR-577/FOXP1/GSE1,STAD,1
miR-19b-3p,miR-7-1-3p,FOXP1,DIP2B,miR-19b-3p/miR-7-1-3p/FOXP1/DIP2B,SARC,1
miR-19b-3p,miR-7-1-3p,FOXP1,DOCK4,miR-19b-3p/miR-7-1-3p/FOXP1/DOCK4,SARC,1
miR-19b-3p,miR-7-1-3p,FOXP1,EPRS1,miR-19b-3p/miR-7-1-3p/FOXP1/EPRS1,STAD,1
miR-19b-3p,miR-7-1-3p,FOXP1,LNX1,miR-19b-3p/miR-7-1-3p/FOXP1/LNX1,STAD,1
miR-19b-3p,miR-7-1-3p,FOXP1,NUP98,miR-19b-3p/miR-7-1-3p/FOXP1/NUP98,STAD,1
miR-19b-3p,miR-7-5p,FOXP1,GSE1,miR-19b-3p/miR-7-5p/FOXP1/GSE1,STAD,1
miR-19b-3p,miR-769-3p,SMAD5,RHOBTB3,miR-19b-3p/miR-769-3p/SMAD5/RHOBTB3,BRCA,1
miR-19b-3p,miR-877-5p,CLOCK,BHLHE40,miR-19b-3p/miR-877-5p/CLOCK/BHLHE40,LIHC,1
miR-19b-3p,miR-9-5p,FOXP1,DOCK4,miR-19b-3p/miR-9-5p/FOXP1/DOCK4,SARC,1
miR-19b-3p,miR-92a-3p,SMAD4,COL7A1,miR-19b-3p/miR-92a-3p/SMAD4/COL7A1,SARC,1
miR-19b-3p,miR-93-3p,FOXP1,CREB5,miR-19b-3p/miR-93-3p/FOXP1/CREB5,SARC,1
miR-19b-3p,miR-93-3p,STAT5B,PIM1,miR-19b-3p/miR-93-3p/STAT5B/PIM1,STAD,1
miR-19b-3p,miR-942-5p,FOXP1,MAD1L1,miR-19b-3p/miR-942-5p/FOXP1/MAD1L1,STAD,1
miR-200a-3p,miR-200b-3p,GATA6,CLIC5,miR-200a-3p/miR-200b-3p/GATA6/CLIC5,LUSC,1
miR-200a-3p,miR-200b-3p,KLF6,LRRFIP1,miR-200a-3p/miR-200b-3p/KLF6/LRRFIP1,LUSC,1
miR-200a-3p,miR-200b-3p,KLF6,MYH9,miR-200a-3p/miR-200b-3p/KLF6/MYH9,LUSC,1
miR-200a-3p,miR-200b-3p,TCF4,TMEM131,miR-200a-3p/miR-200b-3p/TCF4/TMEM131,BLCA,1
miR-200a-3p,miR-200c-3p,TCF4,TMEM131,miR-200a-3p/miR-200c-3p/TCF4/TMEM131,BLCA,1
miR-200a-3p,miR-203a-3p,GATA6,NR5A2,miR-200a-3p/miR-203a-3p/GATA6/NR5A2,BLCA,1
miR-200a-3p,miR-20a-5p,KLF6,DUSP10,miR-200a-3p/miR-20a-5p/KLF6/DUSP10,HNSC,1
miR-200a-3p,miR-20a-5p,TCF4,NAALADL2,miR-200a-3p/miR-20a-5p/TCF4/NAALADL2,STAD,1
miR-200a-3p,miR-20a-5p,TCF4,PLCB1,miR-200a-3p/miR-20a-5p/TCF4/PLCB1,STAD,1
miR-200a-3p,miR-20b-3p,ZNF217,IQGAP1,miR-200a-3p/miR-20b-3p/ZNF217/IQGAP1,TGCT,1
miR-200a-3p,miR-20b-5p,ZNF217,IQGAP1,miR-200a-3p/miR-20b-5p/ZNF217/IQGAP1,TGCT,1
miR-200a-3p,miR-24-3p,NCOA2,MSI2,miR-200a-3p/miR-24-3p/NCOA2/MSI2,LGG,1
miR-200a-3p,miR-24-3p,TP53,XPC,miR-200a-3p/miR-24-3p/TP53/XPC,LGG,1
miR-200a-3p,miR-301a-3p,ZNF217,IQGAP1,miR-200a-3p/miR-301a-3p/ZNF217/IQGAP1,TGCT,1
miR-200a-3p,miR-3065-5p,TP53,TP53I3,miR-200a-3p/miR-3065-5p/TP53/TP53I3,LGG,1
miR-200a-3p,miR-320b,TCF4,PLCB1,miR-200a-3p/miR-320b/TCF4/PLCB1,STAD,1
miR-200a-3p,miR-330-3p,TP53,HIC1,miR-200a-3p/miR-330-3p/TP53/HIC1,LGG,1
miR-200a-3p,miR-330-3p,TP53,RPS27L,miR-200a-3p/miR-330-3p/TP53/RPS27L,LGG,1
miR-200a-3p,miR-330-3p,TP53,TBXAS1,miR-200a-3p/miR-330-3p/TP53/TBXAS1,LGG,1
miR-200a-3p,miR-330-3p,TP53,XPC,miR-200a-3p/miR-330-3p/TP53/XPC,LGG,1
miR-200a-3p,miR-33a-3p,TCF4,ZNF608,miR-200a-3p/miR-33a-3p/TCF4/ZNF608,BLCA,1
miR-200a-3p,miR-34a-5p,TP53,XPC,miR-200a-3p/miR-34a-5p/TP53/XPC,LGG,1
miR-200a-3p,miR-3662,NCOA3,ARFGEF2,miR-200a-3p/miR-3662/NCOA3/ARFGEF2,HNSC,1
miR-200a-3p,miR-376a-5p,SOX11,PTK2,miR-200a-3p/miR-376a-5p/SOX11/PTK2,LGG,1
miR-200a-3p,miR-429,GATA6,NR5A2,miR-200a-3p/miR-429/GATA6/NR5A2,BLCA,1
miR-200a-3p,miR-429,NCOA3,ATOSA,miR-200a-3p/miR-429/NCOA3/ATOSA,STAD,1
miR-200a-3p,miR-484,TCF4,PHACTR2,miR-200a-3p/miR-484/TCF4/PHACTR2,STAD,1
miR-200a-3p,miR-484,TCF4,PLCB1,miR-200a-3p/miR-484/TCF4/PLCB1,STAD,1
miR-200a-3p,miR-518a-5p,REL,TNFAIP3,miR-200a-3p/miR-518a-5p/REL/TNFAIP3,TGCT,1
miR-200a-3p,miR-524-5p,REL,TNFAIP3,miR-200a-3p/miR-524-5p/REL/TNFAIP3,TGCT,1
miR-200a-3p,miR-582-3p,E2F3,MCM6,miR-200a-3p/miR-582-3p/E2F3/MCM6,TGCT,1
miR-200a-3p,miR-582-3p,NCOA2,BPTF,miR-200a-3p/miR-582-3p/NCOA2/BPTF,TGCT,1
miR-200a-3p,miR-584-5p,RBPJ,FOXP1,miR-200a-3p/miR-584-5p/RBPJ/FOXP1,BLCA,1
miR-200a-3p,miR-628-3p,ZEB2,SERTAD2,miR-200a-3p/miR-628-3p/ZEB2/SERTAD2,BLCA,1
miR-200a-3p,miR-671-5p,FOXO3,CCNG2,miR-200a-3p/miR-671-5p/FOXO3/CCNG2,LGG,1
miR-200a-3p,miR-766-3p,TP53,TP63,miR-200a-3p/miR-766-3p/TP53/TP63,LGG,1
miR-200a-3p,miR-93-3p,FOXO3,BNIP3L,miR-200a-3p/miR-93-3p/FOXO3/BNIP3L,BLCA,1
miR-200a-3p,miR-93-5p,TCF4,PHACTR2,miR-200a-3p/miR-93-5p/TCF4/PHACTR2,STAD,1
miR-200a-3p,miR-93-5p,TCF4,PLCB1,miR-200a-3p/miR-93-5p/TCF4/PLCB1,STAD,1
miR-200a-3p,miR-96-5p,RBPJ,RFX3,miR-200a-3p/miR-96-5p/RBPJ/RFX3,HNSC,1
miR-200a-3p,miR-96-5p,ZEB1,SLC25A10,miR-200a-3p/miR-96-5p/ZEB1/SLC25A10,UCEC,1
miR-200a-5p,miR-29c-3p,NCOA3,USP6NL,miR-200a-5p/miR-29c-3p/NCOA3/USP6NL,LGG,1
miR-200a-5p,miR-30a-5p,ELF1,SGMS1,miR-200a-5p/miR-30a-5p/ELF1/SGMS1,HNSC,1
miR-200b-3p,miR-200c-3p,ETS1,ABCB1,miR-200b-3p/miR-200c-3p/ETS1/ABCB1,BLCA,1
miR-200b-3p,miR-200c-3p,ETS1,GABPA,miR-200b-3p/miR-200c-3p/ETS1/GABPA,STAD,1
miR-200b-3p,miR-200c-3p,ETS1,SMAD4,miR-200b-3p/miR-200c-3p/ETS1/SMAD4,STAD,1
miR-200b-3p,miR-200c-3p,TCF4,ABCB1,miR-200b-3p/miR-200c-3p/TCF4/ABCB1,BLCA,1
miR-200b-3p,miR-200c-3p,TCF4,NOL4L,miR-200b-3p/miR-200c-3p/TCF4/NOL4L,LGG,1
miR-200b-3p,miR-200c-3p,TCF4,NR3C2,miR-200b-3p/miR-200c-3p/TCF4/NR3C2,STAD,1
miR-200b-3p,miR-20a-5p,TCF4,NAALADL2,miR-200b-3p/miR-20a-5p/TCF4/NAALADL2,STAD,1
miR-200b-3p,miR-20a-5p,TCF4,PLCB1,miR-200b-3p/miR-20a-5p/TCF4/PLCB1,STAD,1
miR-200b-3p,miR-20b-3p,ZNF217,IQGAP1,miR-200b-3p/miR-20b-3p/ZNF217/IQGAP1,TGCT,1
miR-200b-3p,miR-20b-5p,ZNF217,IQGAP1,miR-200b-3p/miR-20b-5p/ZNF217/IQGAP1,TGCT,1
miR-200b-3p,miR-21-5p,SP1,POLB,miR-200b-3p/miR-21-5p/SP1/POLB,SARC,1
miR-200b-3p,miR-223-3p,SP1,ADRA2B,miR-200b-3p/miR-223-3p/SP1/ADRA2B,SARC,1
miR-200b-3p,miR-223-3p,SP1,AGT,miR-200b-3p/miR-223-3p/SP1/AGT,SARC,1
miR-200b-3p,miR-223-3p,SP1,MAT2B,miR-200b-3p/miR-223-3p/SP1/MAT2B,SARC,1
miR-200b-3p,miR-23b-3p,ETS1,CDKN1A,miR-200b-3p/miR-23b-3p/ETS1/CDKN1A,LGG,1
miR-200b-3p,miR-24-3p,MXI1,FAAP20,miR-200b-3p/miR-24-3p/MXI1/FAAP20,LGG,1
miR-200b-3p,miR-27a-3p,TBP,LUC7L2,miR-200b-3p/miR-27a-3p/TBP/LUC7L2,LGG,1
miR-200b-3p,miR-27a-5p,MXI1,HMGB1,miR-200b-3p/miR-27a-5p/MXI1/HMGB1,SARC,1
miR-200b-3p,miR-27a-5p,MXI1,NOL4L,miR-200b-3p/miR-27a-5p/MXI1/NOL4L,SARC,1
miR-200b-3p,miR-27a-5p,TCF4,PHACTR2,miR-200b-3p/miR-27a-5p/TCF4/PHACTR2,STAD,1
miR-200b-3p,miR-29a-3p,SP1,AGT,miR-200b-3p/miR-29a-3p/SP1/AGT,SARC,1
miR-200b-3p,miR-29a-3p,SP1,MAT2B,miR-200b-3p/miR-29a-3p/SP1/MAT2B,SARC,1
miR-200b-3p,miR-29b-3p,SP1,AGT,miR-200b-3p/miR-29b-3p/SP1/AGT,SARC,1
miR-200b-3p,miR-29b-3p,SP1,POLB,miR-200b-3p/miR-29b-3p/SP1/POLB,SARC,1
miR-200b-3p,miR-301a-3p,ZNF217,IQGAP1,miR-200b-3p/miR-301a-3p/ZNF217/IQGAP1,TGCT,1
miR-200b-3p,miR-301b-3p,TCF4,FOXP1,miR-200b-3p/miR-301b-3p/TCF4/FOXP1,BLCA,1
miR-200b-3p,miR-301b-3p,ZNF217,IQGAP1,miR-200b-3p/miR-301b-3p/ZNF217/IQGAP1,TGCT,1
miR-200b-3p,miR-32-5p,TCF4,SULT1C4,miR-200b-3p/miR-32-5p/TCF4/SULT1C4,LGG,1
miR-200b-3p,miR-320b,TCF4,PLCB1,miR-200b-3p/miR-320b/TCF4/PLCB1,STAD,1
miR-200b-3p,miR-329-3p,ETS1,PARP1,miR-200b-3p/miR-329-3p/ETS1/PARP1,LGG,1
miR-200b-3p,miR-342-3p,MXI1,HMOX2,miR-200b-3p/miR-342-3p/MXI1/HMOX2,STAD,1
miR-200b-3p,miR-363-3p,KLF4,VDR,miR-200b-3p/miR-363-3p/KLF4/VDR,TGCT,1
miR-200b-3p,miR-421,TBP,LUC7L2,miR-200b-3p/miR-421/TBP/LUC7L2,LGG,1
miR-200b-3p,miR-429,ETS1,CDKN1A,miR-200b-3p/miR-429/ETS1/CDKN1A,LUSC,1
miR-200b-3p,miR-429,ETS1,CSF3R,miR-200b-3p/miR-429/ETS1/CSF3R,LUSC,1
miR-200b-3p,miR-429,ETS1,ERG,miR-200b-3p/miR-429/ETS1/ERG,LUSC,1
miR-200b-3p,miR-429,ETS1,FAS,miR-200b-3p/miR-429/ETS1/FAS,STAD,1
miR-200b-3p,miR-429,ETS1,FOXD1,miR-200b-3p/miR-429/ETS1/FOXD1,HNSC,1
miR-200b-3p,miR-429,ETS1,GABPA,miR-200b-3p/miR-429/ETS1/GABPA,STAD,1
miR-200b-3p,miR-429,ETS1,SMAD4,miR-200b-3p/miR-429/ETS1/SMAD4,STAD,1
miR-200b-3p,miR-429,ETS1,TNF,miR-200b-3p/miR-429/ETS1/TNF,LUSC,1
miR-200b-3p,miR-429,NCOA3,VPS13B,miR-200b-3p/miR-429/NCOA3/VPS13B,HNSC,1
miR-200b-3p,miR-429,NR3C1,BGLAP,miR-200b-3p/miR-429/NR3C1/BGLAP,HNSC,1
miR-200b-3p,miR-455-3p,ZFX,ZNF143,miR-200b-3p/miR-455-3p/ZFX/ZNF143,SARC,1
miR-200b-3p,miR-484,TCF4,PHACTR2,miR-200b-3p/miR-484/TCF4/PHACTR2,STAD,1
miR-200b-3p,miR-484,TCF4,PLCB1,miR-200b-3p/miR-484/TCF4/PLCB1,STAD,1
miR-200b-3p,miR-484,TCF4,TRPC6,miR-200b-3p/miR-484/TCF4/TRPC6,STAD,1
miR-200b-3p,miR-516b-5p,ELK4,EGR1,miR-200b-3p/miR-516b-5p/ELK4/EGR1,TGCT,1
miR-200b-3p,miR-518a-5p,REL,TNFAIP3,miR-200b-3p/miR-518a-5p/REL/TNFAIP3,TGCT,1
miR-200b-3p,miR-524-5p,REL,TNFAIP3,miR-200b-3p/miR-524-5p/REL/TNFAIP3,TGCT,1
miR-200b-3p,miR-526b-3p,ELK4,EGR1,miR-200b-3p/miR-526b-3p/ELK4/EGR1,TGCT,1
miR-200b-3p,miR-527,REL,TNFAIP3,miR-200b-3p/miR-527/REL/TNFAIP3,TGCT,1
miR-200b-3p,miR-570-3p,ETS1,ANGPT2,miR-200b-3p/miR-570-3p/ETS1/ANGPT2,LUSC,1
miR-200b-3p,miR-582-3p,E2F3,MCM6,miR-200b-3p/miR-582-3p/E2F3/MCM6,TGCT,1
miR-200b-3p,miR-582-3p,NCOA2,BPTF,miR-200b-3p/miR-582-3p/NCOA2/BPTF,TGCT,1
miR-200b-3p,miR-582-5p,MYCN,MCM6,miR-200b-3p/miR-582-5p/MYCN/MCM6,TGCT,1
miR-200b-3p,miR-590-3p,SP1,MAT2B,miR-200b-3p/miR-590-3p/SP1/MAT2B,SARC,1
miR-200b-3p,miR-615-3p,MXI1,PDXK,miR-200b-3p/miR-615-3p/MXI1/PDXK,SARC,1
miR-200b-3p,miR-628-3p,ZEB2,SERTAD2,miR-200b-3p/miR-628-3p/ZEB2/SERTAD2,BLCA,1
miR-200b-3p,miR-93-3p,JUN,ATF3,miR-200b-3p/miR-93-3p/JUN/ATF3,BLCA,1
miR-200b-3p,miR-93-5p,TCF4,PHACTR2,miR-200b-3p/miR-93-5p/TCF4/PHACTR2,STAD,1
miR-200b-3p,miR-93-5p,TCF4,PLCB1,miR-200b-3p/miR-93-5p/TCF4/PLCB1,STAD,1
miR-200b-3p,miR-940,JUN,ATF3,miR-200b-3p/miR-940/JUN/ATF3,BLCA,1
miR-200b-5p,miR-30a-5p,ELF1,SGMS1,miR-200b-5p/miR-30a-5p/ELF1/SGMS1,HNSC,1
miR-200c-3p,miR-20a-3p,KLF6,LMNA,miR-200c-3p/miR-20a-3p/KLF6/LMNA,STAD,1
miR-200c-3p,miR-20a-5p,TCF4,ZNF608,miR-200c-3p/miR-20a-5p/TCF4/ZNF608,BLCA,1
miR-200c-3p,miR-20b-5p,TCF4,ZNF608,miR-200c-3p/miR-20b-5p/TCF4/ZNF608,BLCA,1
miR-200c-3p,miR-219a-1-3p,ETS1,SMAD4,miR-200c-3p/miR-219a-1-3p/ETS1/SMAD4,STAD,1
miR-200c-3p,miR-221-3p,ZEB2,SERTAD2,miR-200c-3p/miR-221-3p/ZEB2/SERTAD2,BLCA,1
miR-200c-3p,miR-222-3p,ZEB2,SERTAD2,miR-200c-3p/miR-222-3p/ZEB2/SERTAD2,BLCA,1
miR-200c-3p,miR-29b-1-5p,CUX1,SEPTIN9,miR-200c-3p/miR-29b-1-5p/CUX1/SEPTIN9,STAD,1
miR-200c-3p,miR-29b-3p,TCF4,MAML2,miR-200c-3p/miR-29b-3p/TCF4/MAML2,BLCA,1
miR-200c-3p,miR-29b-3p,TCF4,NR3C2,miR-200c-3p/miR-29b-3p/TCF4/NR3C2,BLCA,1
miR-200c-3p,miR-29b-3p,TCF4,SULT1C4,miR-200c-3p/miR-29b-3p/TCF4/SULT1C4,BLCA,1
miR-200c-3p,miR-301b-3p,TCF4,SULT1C4,miR-200c-3p/miR-301b-3p/TCF4/SULT1C4,BLCA,1
miR-200c-3p,miR-302c-3p,RUNX1,LGALS3,miR-200c-3p/miR-302c-3p/RUNX1/LGALS3,TGCT,1
miR-200c-3p,miR-302c-3p,RUNX1,NFKB1,miR-200c-3p/miR-302c-3p/RUNX1/NFKB1,TGCT,1
miR-200c-3p,miR-32-3p,ETS1,MGAT5,miR-200c-3p/miR-32-3p/ETS1/MGAT5,LGG,1
miR-200c-3p,miR-324-5p,ETS1,SMAD4,miR-200c-3p/miR-324-5p/ETS1/SMAD4,STAD,1
miR-200c-3p,miR-345-5p,ZEB2,SERTAD2,miR-200c-3p/miR-345-5p/ZEB2/SERTAD2,BLCA,1
miR-200c-3p,miR-362-3p,CUX1,CLEC16A,miR-200c-3p/miR-362-3p/CUX1/CLEC16A,STAD,1
miR-200c-3p,miR-362-3p,CUX1,TBC1D5,miR-200c-3p/miR-362-3p/CUX1/TBC1D5,STAD,1
miR-200c-3p,miR-429,ETS1,ABCB1,miR-200c-3p/miR-429/ETS1/ABCB1,BLCA,1
miR-200c-3p,miR-429,ETS1,GABPA,miR-200c-3p/miR-429/ETS1/GABPA,STAD,1
miR-200c-3p,miR-429,ETS1,HMOX1,miR-200c-3p/miR-429/ETS1/HMOX1,STAD,1
miR-200c-3p,miR-429,ETS1,SMAD4,miR-200c-3p/miR-429/ETS1/SMAD4,STAD,1
miR-200c-3p,miR-517-5p,FOXO1,IL1B,miR-200c-3p/miR-517-5p/FOXO1/IL1B,TGCT,1
miR-200c-3p,miR-518c-5p,ETS1,CSF3R,miR-200c-3p/miR-518c-5p/ETS1/CSF3R,TGCT,1
miR-200c-3p,miR-518f-5p,FOXO1,IL1B,miR-200c-3p/miR-518f-5p/FOXO1/IL1B,TGCT,1
miR-200c-3p,miR-519a-5p,FOXO1,IL1B,miR-200c-3p/miR-519a-5p/FOXO1/IL1B,TGCT,1
miR-200c-3p,miR-520g-3p,FOXO1,IL1B,miR-200c-3p/miR-520g-3p/FOXO1/IL1B,TGCT,1
miR-200c-3p,miR-520h,FOXO1,IL1B,miR-200c-3p/miR-520h/FOXO1/IL1B,TGCT,1
miR-200c-3p,miR-526b-3p,ELK4,EGR1,miR-200c-3p/miR-526b-3p/ELK4/EGR1,TGCT,1
miR-200c-3p,miR-532-3p,CUX1,SEPTIN9,miR-200c-3p/miR-532-3p/CUX1/SEPTIN9,STAD,1
miR-200c-3p,miR-539-5p,ZEB1,LAD1,miR-200c-3p/miR-539-5p/ZEB1/LAD1,BLCA,1
miR-200c-3p,miR-543,ETS1,PARP1,miR-200c-3p/miR-543/ETS1/PARP1,LGG,1
miR-200c-3p,miR-582-5p,ZNF217,IQGAP1,miR-200c-3p/miR-582-5p/ZNF217/IQGAP1,TGCT,1
miR-200c-3p,miR-590-5p,CUX1,CLEC16A,miR-200c-3p/miR-590-5p/CUX1/CLEC16A,STAD,1
miR-200c-3p,miR-590-5p,CUX1,SEPTIN9,miR-200c-3p/miR-590-5p/CUX1/SEPTIN9,STAD,1
miR-200c-3p,miR-590-5p,CUX1,TBC1D5,miR-200c-3p/miR-590-5p/CUX1/TBC1D5,STAD,1
miR-200c-3p,miR-628-3p,ZEB2,SERTAD2,miR-200c-3p/miR-628-3p/ZEB2/SERTAD2,BLCA,1
miR-200c-3p,miR-7-5p,RUNX1,ARHGAP10,miR-200c-3p/miR-7-5p/RUNX1/ARHGAP10,TGCT,1
miR-200c-3p,miR-874-3p,KLF6,NEDD9,miR-200c-3p/miR-874-3p/KLF6/NEDD9,BLCA,1
miR-200c-3p,miR-887-3p,ZNF217,IQGAP1,miR-200c-3p/miR-887-3p/ZNF217/IQGAP1,TGCT,1
miR-200c-3p,miR-9-5p,ETS1,GP5,miR-200c-3p/miR-9-5p/ETS1/GP5,THYM,1
miR-200c-3p,miR-93-3p,JUN,ATF3,miR-200c-3p/miR-93-3p/JUN/ATF3,BLCA,1
miR-200c-3p,miR-93-3p,KLF9,MAFK,miR-200c-3p/miR-93-3p/KLF9/MAFK,STAD,1
miR-200c-3p,miR-93-5p,GATA6,PLCB4,miR-200c-3p/miR-93-5p/GATA6/PLCB4,BLCA,1
miR-200c-3p,miR-93-5p,KLF6,ATF3,miR-200c-3p/miR-93-5p/KLF6/ATF3,BLCA,1
miR-200c-3p,miR-93-5p,KLF6,NEDD9,miR-200c-3p/miR-93-5p/KLF6/NEDD9,BLCA,1
miR-200c-3p,miR-93-5p,KLF9,NFATC2,miR-200c-3p/miR-93-5p/KLF9/NFATC2,STAD,1
miR-200c-3p,miR-940,JUN,ATF3,miR-200c-3p/miR-940/JUN/ATF3,BLCA,1
miR-200c-3p,miR-942-5p,ELK4,SLC4A7,miR-200c-3p/miR-942-5p/ELK4/SLC4A7,STAD,1
miR-200c-3p,miR-944,GATA6,SOX6,miR-200c-3p/miR-944/GATA6/SOX6,BLCA,1
miR-200c-3p,miR-96-5p,FOXO1,ABCB1,miR-200c-3p/miR-96-5p/FOXO1/ABCB1,BLCA,1
miR-203a-3p,miR-20a-5p,TCF4,TMEM131,miR-203a-3p/miR-20a-5p/TCF4/TMEM131,LUAD,1
miR-203a-3p,miR-221-3p,E2F3,MCM6,miR-203a-3p/miR-221-3p/E2F3/MCM6,LGG,1
miR-203a-3p,miR-221-3p,E2F3,TP73,miR-203a-3p/miR-221-3p/E2F3/TP73,LGG,1
miR-203a-3p,miR-222-3p,CTCF,HMCN1,miR-203a-3p/miR-222-3p/CTCF/HMCN1,LGG,1
miR-203a-3p,miR-222-3p,E2F3,MCM6,miR-203a-3p/miR-222-3p/E2F3/MCM6,LGG,1
miR-203a-3p,miR-222-3p,E2F3,TP73,miR-203a-3p/miR-222-3p/E2F3/TP73,LGG,1
miR-203a-3p,miR-30b-3p,PBX3,ZNF407,miR-203a-3p/miR-30b-3p/PBX3/ZNF407,STAD,1
miR-203a-3p,miR-320c,PBX3,ZNF407,miR-203a-3p/miR-320c/PBX3/ZNF407,STAD,1
miR-203a-3p,miR-323a-3p,MYC,MNX1,miR-203a-3p/miR-323a-3p/MYC/MNX1,LGG,1
miR-203a-3p,miR-323a-3p,MYC,PARP1,miR-203a-3p/miR-323a-3p/MYC/PARP1,LGG,1
miR-203a-3p,miR-330-5p,MYC,EPB42,miR-203a-3p/miR-330-5p/MYC/EPB42,LGG,1
miR-203a-3p,miR-33a-3p,PBX3,MAP4,miR-203a-3p/miR-33a-3p/PBX3/MAP4,COAD,1
miR-203a-3p,miR-34b-5p,MYC,SPAST,miR-203a-3p/miR-34b-5p/MYC/SPAST,THYM,1
miR-203a-3p,miR-34b-5p,MYC,TCF12,miR-203a-3p/miR-34b-5p/MYC/TCF12,THYM,1
miR-203a-3p,miR-377-5p,MYC,KIAA1586,miR-203a-3p/miR-377-5p/MYC/KIAA1586,LGG,1
miR-203a-3p,miR-3943,MYC,AQR,miR-203a-3p/miR-3943/MYC/AQR,LGG,1
miR-203a-3p,miR-3943,MYC,PARP1,miR-203a-3p/miR-3943/MYC/PARP1,LGG,1
miR-203a-3p,miR-429,GATA6,NR5A2,miR-203a-3p/miR-429/GATA6/NR5A2,BLCA,1
miR-203a-3p,miR-429,ZEB1,SLC25A10,miR-203a-3p/miR-429/ZEB1/SLC25A10,LUAD,1
miR-203a-3p,miR-433-3p,CREB1,NF1,miR-203a-3p/miR-433-3p/CREB1/NF1,LGG,1
miR-203a-3p,miR-501-5p,CREB1,STAR,miR-203a-3p/miR-501-5p/CREB1/STAR,STAD,1
miR-203a-3p,miR-7-5p,MYC,CLUH,miR-203a-3p/miR-7-5p/MYC/CLUH,LGG,1
miR-203a-3p,miR-7-5p,MYC,TSC2,miR-203a-3p/miR-7-5p/MYC/TSC2,LGG,1
miR-203a-3p,miR-7-5p,SP3,CYP3A5,miR-203a-3p/miR-7-5p/SP3/CYP3A5,LGG,1
miR-203a-3p,miR-766-3p,MYC,EPB42,miR-203a-3p/miR-766-3p/MYC/EPB42,LGG,1
miR-203a-3p,miR-874-3p,E2F3,TP73,miR-203a-3p/miR-874-3p/E2F3/TP73,LGG,1
miR-203a-3p,miR-9-5p,HBP1,MIF,miR-203a-3p/miR-9-5p/HBP1/MIF,BRCA,1
miR-203a-3p,miR-93-5p,GATA6,SOX6,miR-203a-3p/miR-93-5p/GATA6/SOX6,BLCA,1
miR-203a-3p,miR-93-5p,PBX3,ZNF407,miR-203a-3p/miR-93-5p/PBX3/ZNF407,STAD,1
miR-204-5p,miR-20a-3p,KLF6,ASAP1,miR-204-5p/miR-20a-3p/KLF6/ASAP1,HNSC,1
miR-204-5p,miR-20b-5p,SP1,EPOR,miR-204-5p/miR-20b-5p/SP1/EPOR,THCA,1
miR-204-5p,miR-221-3p,TCF12,FTO,miR-204-5p/miR-221-3p/TCF12/FTO,LGG,1
miR-204-5p,miR-2355-5p,SP1,SCTR,miR-204-5p/miR-2355-5p/SP1/SCTR,BLCA,1
miR-204-5p,miR-29b-3p,SP1,UNG,miR-204-5p/miR-29b-3p/SP1/UNG,BLCA,1
miR-204-5p,miR-29c-3p,TCF4,TEAD1,miR-204-5p/miR-29c-3p/TCF4/TEAD1,LGG,1
miR-204-5p,miR-30a-3p,SP1,PIM1,miR-204-5p/miR-30a-3p/SP1/PIM1,BLCA,1
miR-204-5p,miR-33a-3p,TCF12,PARD3B,miR-204-5p/miR-33a-3p/TCF12/PARD3B,LGG,1
miR-204-5p,miR-33a-3p,TCF12,TEAD1,miR-204-5p/miR-33a-3p/TCF12/TEAD1,LGG,1
miR-204-5p,miR-33a-3p,TCF4,TEAD1,miR-204-5p/miR-33a-3p/TCF4/TEAD1,LGG,1
miR-204-5p,miR-369-3p,SP1,MUC2,miR-204-5p/miR-369-3p/SP1/MUC2,BLCA,1
miR-204-5p,miR-378a-3p,TCF12,TEAD1,miR-204-5p/miR-378a-3p/TCF12/TEAD1,LGG,1
