miRNA1,miRNA2,hgnc_symbol_target,CommonTriplets,CancerTypes,count
hsa-mir-129-5p,hsa-mir-149-5p,TGM4,hsa-mir-129-5p/hsa-mir-149-5p/TGM4,LGG,1
hsa-mir-129-5p,hsa-mir-153-3p,RP1,hsa-mir-129-5p/hsa-mir-153-3p/RP1,PAAD,1
hsa-mir-129-5p,hsa-mir-15a-5p,DLGAP1,hsa-mir-129-5p/hsa-mir-15a-5p/DLGAP1,THYM,1
hsa-mir-129-5p,hsa-mir-16-1-3p,DLGAP1,hsa-mir-129-5p/hsa-mir-16-1-3p/DLGAP1,THYM,1
hsa-mir-129-5p,hsa-mir-181a-2-3p,DLGAP1,hsa-mir-129-5p/hsa-mir-181a-2-3p/DLGAP1,THYM,1
hsa-mir-129-5p,hsa-mir-183-5p,VMP1,hsa-mir-129-5p/hsa-mir-183-5p/VMP1,SARC,1
hsa-mir-129-5p,hsa-mir-192-5p,ARL2,hsa-mir-129-5p/hsa-mir-192-5p/ARL2,STAD,1
hsa-mir-129-5p,hsa-mir-192-5p,LGALS8,hsa-mir-129-5p/hsa-mir-192-5p/LGALS8,SARC,1
hsa-mir-129-5p,hsa-mir-204-5p,CDH11,hsa-mir-129-5p/hsa-mir-204-5p/CDH11,PAAD,1
hsa-mir-129-5p,hsa-mir-204-5p,IGFBP3,hsa-mir-129-5p/hsa-mir-204-5p/IGFBP3,PAAD,1
hsa-mir-129-5p,hsa-mir-204-5p,RUNX1,hsa-mir-129-5p/hsa-mir-204-5p/RUNX1,PAAD,1
hsa-mir-129-5p,hsa-mir-20a-5p,ZFP36L2,hsa-mir-129-5p/hsa-mir-20a-5p/ZFP36L2,HNSC,1
hsa-mir-129-5p,hsa-mir-218-5p,HMCN1,hsa-mir-129-5p/hsa-mir-218-5p/HMCN1,LGG,1
hsa-mir-129-5p,hsa-mir-218-5p,TBC1D14,hsa-mir-129-5p/hsa-mir-218-5p/TBC1D14,LGG,1
hsa-mir-129-5p,hsa-mir-218-5p,TGM4,hsa-mir-129-5p/hsa-mir-218-5p/TGM4,LGG,1
hsa-mir-129-5p,hsa-mir-218-5p,TUBB3,hsa-mir-129-5p/hsa-mir-218-5p/TUBB3,LGG,1
hsa-mir-129-5p,hsa-mir-221-3p,EGFR,hsa-mir-129-5p/hsa-mir-221-3p/EGFR,UCEC,1
hsa-mir-129-5p,hsa-mir-27b-3p,ERN1,hsa-mir-129-5p/hsa-mir-27b-3p/ERN1,LGG,1
hsa-mir-129-5p,hsa-mir-299-5p,HLA-G,hsa-mir-129-5p/hsa-mir-299-5p/HLA-G,LGG,1
hsa-mir-129-5p,hsa-mir-299-5p,IER3,hsa-mir-129-5p/hsa-mir-299-5p/IER3,LGG,1
hsa-mir-129-5p,hsa-mir-299-5p,IFNGR1,hsa-mir-129-5p/hsa-mir-299-5p/IFNGR1,LGG,1
hsa-mir-129-5p,hsa-mir-299-5p,TGM4,hsa-mir-129-5p/hsa-mir-299-5p/TGM4,LGG,1
hsa-mir-129-5p,hsa-mir-29b-3p,CD28,hsa-mir-129-5p/hsa-mir-29b-3p/CD28,LGG,1
hsa-mir-129-5p,hsa-mir-29b-3p,INSR,hsa-mir-129-5p/hsa-mir-29b-3p/INSR,LGG,1
hsa-mir-129-5p,hsa-mir-3065-3p,RUNX1,hsa-mir-129-5p/hsa-mir-3065-3p/RUNX1,PAAD,1
hsa-mir-129-5p,hsa-mir-31-5p,IFNGR1,hsa-mir-129-5p/hsa-mir-31-5p/IFNGR1,LGG,1
hsa-mir-129-5p,hsa-mir-329-3p,IFNGR1,hsa-mir-129-5p/hsa-mir-329-3p/IFNGR1,LGG,1
hsa-mir-129-5p,hsa-mir-331-3p,CCN2,hsa-mir-129-5p/hsa-mir-331-3p/CCN2,LGG,1
hsa-mir-129-5p,hsa-mir-331-3p,CD9,hsa-mir-129-5p/hsa-mir-331-3p/CD9,LGG,1
hsa-mir-129-5p,hsa-mir-331-3p,IL2RB,hsa-mir-129-5p/hsa-mir-331-3p/IL2RB,LGG,1
hsa-mir-129-5p,hsa-mir-331-3p,INSR,hsa-mir-129-5p/hsa-mir-331-3p/INSR,LGG,1
hsa-mir-129-5p,hsa-mir-335-3p,NEK6,hsa-mir-129-5p/hsa-mir-335-3p/NEK6,STAD,1
hsa-mir-129-5p,hsa-mir-3613-5p,DLGAP1,hsa-mir-129-5p/hsa-mir-3613-5p/DLGAP1,THYM,1
hsa-mir-129-5p,hsa-mir-362-3p,PCYT1A,hsa-mir-129-5p/hsa-mir-362-3p/PCYT1A,PRAD,1
hsa-mir-129-5p,hsa-mir-369-3p,TGM4,hsa-mir-129-5p/hsa-mir-369-3p/TGM4,LGG,1
hsa-mir-129-5p,hsa-mir-377-3p,FOSL1,hsa-mir-129-5p/hsa-mir-377-3p/FOSL1,LGG,1
hsa-mir-129-5p,hsa-mir-377-3p,INSR,hsa-mir-129-5p/hsa-mir-377-3p/INSR,LGG,1
hsa-mir-129-5p,hsa-mir-383-5p,TNFSF14,hsa-mir-129-5p/hsa-mir-383-5p/TNFSF14,LGG,1
hsa-mir-129-5p,hsa-mir-383-5p,UNG,hsa-mir-129-5p/hsa-mir-383-5p/UNG,LGG,1
hsa-mir-129-5p,hsa-mir-410-3p,CD9,hsa-mir-129-5p/hsa-mir-410-3p/CD9,LGG,1
hsa-mir-129-5p,hsa-mir-410-3p,FGL2,hsa-mir-129-5p/hsa-mir-410-3p/FGL2,LGG,1
hsa-mir-129-5p,hsa-mir-410-3p,IFNGR1,hsa-mir-129-5p/hsa-mir-410-3p/IFNGR1,LGG,1
hsa-mir-129-5p,hsa-mir-625-3p,FHL2,hsa-mir-129-5p/hsa-mir-625-3p/FHL2,THYM,1
hsa-mir-129-5p,hsa-mir-7-5p,ABCC3,hsa-mir-129-5p/hsa-mir-7-5p/ABCC3,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,EZR,hsa-mir-129-5p/hsa-mir-7-5p/EZR,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,FOSL1,hsa-mir-129-5p/hsa-mir-7-5p/FOSL1,LGG,1
hsa-mir-129-5p,hsa-mir-7-5p,IL1A,hsa-mir-129-5p/hsa-mir-7-5p/IL1A,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,MUC2,hsa-mir-129-5p/hsa-mir-7-5p/MUC2,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,NFKB1,hsa-mir-129-5p/hsa-mir-7-5p/NFKB1,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,SLC9A2,hsa-mir-129-5p/hsa-mir-7-5p/SLC9A2,PAAD,1
hsa-mir-129-5p,hsa-mir-7-5p,TGM4,hsa-mir-129-5p/hsa-mir-7-5p/TGM4,LGG,1
hsa-mir-129-5p,hsa-mir-7-5p,TRAPPC9,hsa-mir-129-5p/hsa-mir-7-5p/TRAPPC9,PAAD,1
hsa-mir-129-5p,hsa-mir-99b-5p,ERN1,hsa-mir-129-5p/hsa-mir-99b-5p/ERN1,LGG,1
hsa-mir-1292-5p,hsa-mir-1304-5p,BCL6,hsa-mir-1292-5p/hsa-mir-1304-5p/BCL6,STAD,1
hsa-mir-1292-5p,hsa-mir-654-3p,CCND1,hsa-mir-1292-5p/hsa-mir-654-3p/CCND1,LGG,1
hsa-mir-1296-5p,hsa-mir-133a-3p,TGFBR2,hsa-mir-1296-5p/hsa-mir-133a-3p/TGFBR2,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,AR,hsa-mir-1296-5p/hsa-mir-145-5p/AR,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,B4GALT1,hsa-mir-1296-5p/hsa-mir-145-5p/B4GALT1,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,BIRC5,hsa-mir-1296-5p/hsa-mir-145-5p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,CCND1,hsa-mir-1296-5p/hsa-mir-145-5p/CCND1,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,CD14,hsa-mir-1296-5p/hsa-mir-145-5p/CD14,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,CDC25C,hsa-mir-1296-5p/hsa-mir-145-5p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,H4C14,hsa-mir-1296-5p/hsa-mir-145-5p/H4C14,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,IL10,hsa-mir-1296-5p/hsa-mir-145-5p/IL10,LGG,1
hsa-mir-1296-5p,hsa-mir-145-5p,KIF2C,hsa-mir-1296-5p/hsa-mir-145-5p/KIF2C,LGG,1
hsa-mir-1296-5p,hsa-mir-149-5p,ADH6,hsa-mir-1296-5p/hsa-mir-149-5p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-149-5p,CDC25C,hsa-mir-1296-5p/hsa-mir-149-5p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-149-5p,H4C14,hsa-mir-1296-5p/hsa-mir-149-5p/H4C14,LGG,1
hsa-mir-1296-5p,hsa-mir-149-5p,IL10,hsa-mir-1296-5p/hsa-mir-149-5p/IL10,LGG,1
hsa-mir-1296-5p,hsa-mir-149-5p,REL,hsa-mir-1296-5p/hsa-mir-149-5p/REL,LGG,1
hsa-mir-1296-5p,hsa-mir-218-5p,ADH6,hsa-mir-1296-5p/hsa-mir-218-5p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-218-5p,REL,hsa-mir-1296-5p/hsa-mir-218-5p/REL,LGG,1
hsa-mir-1296-5p,hsa-mir-24-3p,BIRC5,hsa-mir-1296-5p/hsa-mir-24-3p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-24-3p,CDC25C,hsa-mir-1296-5p/hsa-mir-24-3p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-24-3p,EDNRB,hsa-mir-1296-5p/hsa-mir-24-3p/EDNRB,LGG,1
hsa-mir-1296-5p,hsa-mir-299-5p,BIRC5,hsa-mir-1296-5p/hsa-mir-299-5p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-299-5p,CDC25C,hsa-mir-1296-5p/hsa-mir-299-5p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-29b-3p,ADH6,hsa-mir-1296-5p/hsa-mir-29b-3p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-29b-3p,IL10,hsa-mir-1296-5p/hsa-mir-29b-3p/IL10,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,BIRC5,hsa-mir-1296-5p/hsa-mir-31-5p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,CDC25C,hsa-mir-1296-5p/hsa-mir-31-5p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,CYP3A4,hsa-mir-1296-5p/hsa-mir-31-5p/CYP3A4,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,ITGAX,hsa-mir-1296-5p/hsa-mir-31-5p/ITGAX,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,KIF2C,hsa-mir-1296-5p/hsa-mir-31-5p/KIF2C,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,REL,hsa-mir-1296-5p/hsa-mir-31-5p/REL,LGG,1
hsa-mir-1296-5p,hsa-mir-31-5p,TGFB1,hsa-mir-1296-5p/hsa-mir-31-5p/TGFB1,LGG,1
hsa-mir-1296-5p,hsa-mir-329-3p,CDC25C,hsa-mir-1296-5p/hsa-mir-329-3p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-329-3p,CERS2,hsa-mir-1296-5p/hsa-mir-329-3p/CERS2,LGG,1
hsa-mir-1296-5p,hsa-mir-330-3p,CD14,hsa-mir-1296-5p/hsa-mir-330-3p/CD14,LGG,1
hsa-mir-1296-5p,hsa-mir-330-3p,EDNRB,hsa-mir-1296-5p/hsa-mir-330-3p/EDNRB,LGG,1
hsa-mir-1296-5p,hsa-mir-330-3p,ITGAX,hsa-mir-1296-5p/hsa-mir-330-3p/ITGAX,LGG,1
hsa-mir-1296-5p,hsa-mir-369-3p,ADH6,hsa-mir-1296-5p/hsa-mir-369-3p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-369-3p,IL10,hsa-mir-1296-5p/hsa-mir-369-3p/IL10,LGG,1
hsa-mir-1296-5p,hsa-mir-377-3p,IL10,hsa-mir-1296-5p/hsa-mir-377-3p/IL10,LGG,1
hsa-mir-1296-5p,hsa-mir-377-3p,ITGAX,hsa-mir-1296-5p/hsa-mir-377-3p/ITGAX,LGG,1
hsa-mir-1296-5p,hsa-mir-383-5p,ADH6,hsa-mir-1296-5p/hsa-mir-383-5p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-383-5p,CD14,hsa-mir-1296-5p/hsa-mir-383-5p/CD14,LGG,1
hsa-mir-1296-5p,hsa-mir-383-5p,TGFB1,hsa-mir-1296-5p/hsa-mir-383-5p/TGFB1,LGG,1
hsa-mir-1296-5p,hsa-mir-410-3p,BIRC5,hsa-mir-1296-5p/hsa-mir-410-3p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-410-3p,CDC25C,hsa-mir-1296-5p/hsa-mir-410-3p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-7-5p,ADH6,hsa-mir-1296-5p/hsa-mir-7-5p/ADH6,LGG,1
hsa-mir-1296-5p,hsa-mir-7-5p,BIRC5,hsa-mir-1296-5p/hsa-mir-7-5p/BIRC5,LGG,1
hsa-mir-1296-5p,hsa-mir-7-5p,CDC25C,hsa-mir-1296-5p/hsa-mir-7-5p/CDC25C,LGG,1
hsa-mir-1296-5p,hsa-mir-96-5p,ITGAX,hsa-mir-1296-5p/hsa-mir-96-5p/ITGAX,LGG,1
hsa-mir-1296-5p,hsa-mir-96-5p,TGFB1,hsa-mir-1296-5p/hsa-mir-96-5p/TGFB1,LGG,1
hsa-mir-1301-3p,hsa-mir-148a-5p,FGD5,hsa-mir-1301-3p/hsa-mir-148a-5p/FGD5,STAD,1
hsa-mir-1301-3p,hsa-mir-155-5p,ZFP36L1,hsa-mir-1301-3p/hsa-mir-155-5p/ZFP36L1,STAD,1
hsa-mir-1301-3p,hsa-mir-17-5p,PLCB1,hsa-mir-1301-3p/hsa-mir-17-5p/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-19b-3p,PLCB1,hsa-mir-1301-3p/hsa-mir-19b-3p/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-200b-3p,PLCB1,hsa-mir-1301-3p/hsa-mir-200b-3p/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-26b-5p,ASB1,hsa-mir-1301-3p/hsa-mir-26b-5p/ASB1,STAD,1
hsa-mir-1301-3p,hsa-mir-27a-5p,ABCB1,hsa-mir-1301-3p/hsa-mir-27a-5p/ABCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-27a-5p,EPB41L2,hsa-mir-1301-3p/hsa-mir-27a-5p/EPB41L2,STAD,1
hsa-mir-1301-3p,hsa-mir-27a-5p,TRIO,hsa-mir-1301-3p/hsa-mir-27a-5p/TRIO,STAD,1
hsa-mir-1301-3p,hsa-mir-320b,PLCB1,hsa-mir-1301-3p/hsa-mir-320b/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-320c,PLCB1,hsa-mir-1301-3p/hsa-mir-320c/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-33a-3p,ZFP36L1,hsa-mir-1301-3p/hsa-mir-33a-3p/ZFP36L1,STAD,1
hsa-mir-1301-3p,hsa-mir-452-5p,ZNF608,hsa-mir-1301-3p/hsa-mir-452-5p/ZNF608,STAD,1
hsa-mir-1301-3p,hsa-mir-454-3p,GOLIM4,hsa-mir-1301-3p/hsa-mir-454-3p/GOLIM4,BRCA,1
hsa-mir-1301-3p,hsa-mir-484,PLCB1,hsa-mir-1301-3p/hsa-mir-484/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-93-5p,PLCB1,hsa-mir-1301-3p/hsa-mir-93-5p/PLCB1,STAD,1
hsa-mir-1301-3p,hsa-mir-940,ZFP36L1,hsa-mir-1301-3p/hsa-mir-940/ZFP36L1,STAD,1
hsa-mir-1304-5p,hsa-mir-15a-3p,TNF,hsa-mir-1304-5p/hsa-mir-15a-3p/TNF,THYM,1
hsa-mir-1304-5p,hsa-mir-766-3p,FOSL1,hsa-mir-1304-5p/hsa-mir-766-3p/FOSL1,THYM,1
hsa-mir-1305,hsa-mir-181a-2-3p,PTK2B,hsa-mir-1305/hsa-mir-181a-2-3p/PTK2B,TGCT,1
hsa-mir-1305,hsa-mir-194-5p,IQGAP1,hsa-mir-1305/hsa-mir-194-5p/IQGAP1,TGCT,1
hsa-mir-1305,hsa-mir-196a-5p,SP3,hsa-mir-1305/hsa-mir-196a-5p/SP3,TGCT,1
hsa-mir-1305,hsa-mir-205-5p,SP100,hsa-mir-1305/hsa-mir-205-5p/SP100,TGCT,1
hsa-mir-1305,hsa-mir-338-3p,IQGAP1,hsa-mir-1305/hsa-mir-338-3p/IQGAP1,TGCT,1
hsa-mir-1305,hsa-mir-429,IQGAP1,hsa-mir-1305/hsa-mir-429/IQGAP1,TGCT,1
hsa-mir-1306-3p,hsa-mir-19a-3p,SND1,hsa-mir-1306-3p/hsa-mir-19a-3p/SND1,STAD,1
hsa-mir-1306-3p,hsa-mir-33a-5p,MCTP2,hsa-mir-1306-3p/hsa-mir-33a-5p/MCTP2,STAD,1
hsa-mir-1306-3p,hsa-mir-421,SPIDR,hsa-mir-1306-3p/hsa-mir-421/SPIDR,BRCA,1
hsa-mir-1306-3p,hsa-mir-671-5p,AP3B1,hsa-mir-1306-3p/hsa-mir-671-5p/AP3B1,SARC,1
hsa-mir-1307-3p,hsa-mir-181b-5p,DLC1,hsa-mir-1307-3p/hsa-mir-181b-5p/DLC1,BLCA,1
hsa-mir-1307-3p,hsa-mir-183-5p,RTN4,hsa-mir-1307-3p/hsa-mir-183-5p/RTN4,SARC,1
hsa-mir-1307-3p,hsa-mir-203a-3p,CUX1,hsa-mir-1307-3p/hsa-mir-203a-3p/CUX1,BLCA,1
hsa-mir-1307-3p,hsa-mir-20b-5p,DLC1,hsa-mir-1307-3p/hsa-mir-20b-5p/DLC1,BLCA,1
hsa-mir-1307-3p,hsa-mir-301a-3p,CD40,hsa-mir-1307-3p/hsa-mir-301a-3p/CD40,SARC,1
hsa-mir-1307-3p,hsa-mir-301a-3p,HLA-A,hsa-mir-1307-3p/hsa-mir-301a-3p/HLA-A,SARC,1
hsa-mir-1307-3p,hsa-mir-301a-3p,PSMB9,hsa-mir-1307-3p/hsa-mir-301a-3p/PSMB9,SARC,1
hsa-mir-1307-3p,hsa-mir-335-5p,CD40,hsa-mir-1307-3p/hsa-mir-335-5p/CD40,BLCA,1
hsa-mir-1307-3p,hsa-mir-378a-5p,CASP7,hsa-mir-1307-3p/hsa-mir-378a-5p/CASP7,BLCA,1
hsa-mir-1307-3p,hsa-mir-450b-5p,DLC1,hsa-mir-1307-3p/hsa-mir-450b-5p/DLC1,BLCA,1
hsa-mir-1307-3p,hsa-mir-744-3p,CUX1,hsa-mir-1307-3p/hsa-mir-744-3p/CUX1,BLCA,1
hsa-mir-1307-3p,hsa-mir-944,CUX1,hsa-mir-1307-3p/hsa-mir-944/CUX1,BLCA,1
hsa-mir-1307-3p,hsa-mir-944,SOX6,hsa-mir-1307-3p/hsa-mir-944/SOX6,BLCA,1
hsa-mir-130a-3p,hsa-mir-130b-3p,BCL3,hsa-mir-130a-3p/hsa-mir-130b-3p/BCL3,UCEC,1
hsa-mir-130a-3p,hsa-mir-130b-3p,TRPC6,hsa-mir-130a-3p/hsa-mir-130b-3p/TRPC6,STAD,1
hsa-mir-130a-3p,hsa-mir-133b,CETP,hsa-mir-130a-3p/hsa-mir-133b/CETP,HNSC,1
hsa-mir-130a-3p,hsa-mir-133b,SREBF1,hsa-mir-130a-3p/hsa-mir-133b/SREBF1,STAD,1
hsa-mir-130a-3p,hsa-mir-142-3p,SNX8,hsa-mir-130a-3p/hsa-mir-142-3p/SNX8,BRCA,1
hsa-mir-130a-3p,hsa-mir-144-5p,COL7A1,hsa-mir-130a-3p/hsa-mir-144-5p/COL7A1,SARC,1
hsa-mir-130a-3p,hsa-mir-148a-3p,ANO6,hsa-mir-130a-3p/hsa-mir-148a-3p/ANO6,SARC,1
hsa-mir-130a-3p,hsa-mir-150-5p,MUC2,hsa-mir-130a-3p/hsa-mir-150-5p/MUC2,BLCA,1
hsa-mir-130a-3p,hsa-mir-152-3p,ANO6,hsa-mir-130a-3p/hsa-mir-152-3p/ANO6,SARC,1
hsa-mir-130a-3p,hsa-mir-17-5p,NEK6,hsa-mir-130a-3p/hsa-mir-17-5p/NEK6,STAD,1
hsa-mir-130a-3p,hsa-mir-17-5p,RIGI,hsa-mir-130a-3p/hsa-mir-17-5p/RIGI,SARC,1
hsa-mir-130a-3p,hsa-mir-182-5p,COL7A1,hsa-mir-130a-3p/hsa-mir-182-5p/COL7A1,SARC,1
hsa-mir-130a-3p,hsa-mir-182-5p,RETN,hsa-mir-130a-3p/hsa-mir-182-5p/RETN,HNSC,1
hsa-mir-130a-3p,hsa-mir-18a-5p,C3,hsa-mir-130a-3p/hsa-mir-18a-5p/C3,UCEC,1
hsa-mir-130a-3p,hsa-mir-192-5p,KDR,hsa-mir-130a-3p/hsa-mir-192-5p/KDR,STAD,1
hsa-mir-130a-3p,hsa-mir-1976,DEK,hsa-mir-130a-3p/hsa-mir-1976/DEK,SARC,1
hsa-mir-130a-3p,hsa-mir-199a-3p,ARHGEF19,hsa-mir-130a-3p/hsa-mir-199a-3p/ARHGEF19,BLCA,1
hsa-mir-130a-3p,hsa-mir-199a-3p,FHAD1,hsa-mir-130a-3p/hsa-mir-199a-3p/FHAD1,BLCA,1
hsa-mir-130a-3p,hsa-mir-199b-3p,ARHGEF19,hsa-mir-130a-3p/hsa-mir-199b-3p/ARHGEF19,BLCA,1
hsa-mir-130a-3p,hsa-mir-199b-3p,FHAD1,hsa-mir-130a-3p/hsa-mir-199b-3p/FHAD1,BLCA,1
hsa-mir-130a-3p,hsa-mir-19a-3p,GABARAPL2,hsa-mir-130a-3p/hsa-mir-19a-3p/GABARAPL2,SARC,1
hsa-mir-130a-3p,hsa-mir-19a-3p,KRT19,hsa-mir-130a-3p/hsa-mir-19a-3p/KRT19,BRCA,1
hsa-mir-130a-3p,hsa-mir-19a-3p,STAT5A,hsa-mir-130a-3p/hsa-mir-19a-3p/STAT5A,HNSC,1
hsa-mir-130a-3p,hsa-mir-19b-1-5p,GABARAPL2,hsa-mir-130a-3p/hsa-mir-19b-1-5p/GABARAPL2,SARC,1
hsa-mir-130a-3p,hsa-mir-204-5p,PRKCE,hsa-mir-130a-3p/hsa-mir-204-5p/PRKCE,LUAD,1
hsa-mir-130a-3p,hsa-mir-20a-5p,BHLHE40,hsa-mir-130a-3p/hsa-mir-20a-5p/BHLHE40,LIHC,1
hsa-mir-130a-3p,hsa-mir-20a-5p,IRF2,hsa-mir-130a-3p/hsa-mir-20a-5p/IRF2,SARC,1
hsa-mir-130a-3p,hsa-mir-20b-5p,EPOR,hsa-mir-130a-3p/hsa-mir-20b-5p/EPOR,HNSC,1
hsa-mir-130a-3p,hsa-mir-21-5p,GABARAPL2,hsa-mir-130a-3p/hsa-mir-21-5p/GABARAPL2,SARC,1
hsa-mir-130a-3p,hsa-mir-214-3p,LAMC1,hsa-mir-130a-3p/hsa-mir-214-3p/LAMC1,SARC,1
hsa-mir-130a-3p,hsa-mir-214-3p,MAML2,hsa-mir-130a-3p/hsa-mir-214-3p/MAML2,SARC,1
hsa-mir-130a-3p,hsa-mir-2355-5p,ITGA2,hsa-mir-130a-3p/hsa-mir-2355-5p/ITGA2,HNSC,1
hsa-mir-130a-3p,hsa-mir-299-3p,TLR6,hsa-mir-130a-3p/hsa-mir-299-3p/TLR6,THYM,1
hsa-mir-130a-3p,hsa-mir-299-5p,NOS3,hsa-mir-130a-3p/hsa-mir-299-5p/NOS3,THYM,1
hsa-mir-130a-3p,hsa-mir-29b-1-5p,SERINC5,hsa-mir-130a-3p/hsa-mir-29b-1-5p/SERINC5,BRCA,1
hsa-mir-130a-3p,hsa-mir-29b-3p,EHBP1,hsa-mir-130a-3p/hsa-mir-29b-3p/EHBP1,HNSC,1
hsa-mir-130a-3p,hsa-mir-29b-3p,UTRN,hsa-mir-130a-3p/hsa-mir-29b-3p/UTRN,LUAD,1
hsa-mir-130a-3p,hsa-mir-301a-3p,IRF2,hsa-mir-130a-3p/hsa-mir-301a-3p/IRF2,SARC,1
hsa-mir-130a-3p,hsa-mir-301a-3p,ITGA2,hsa-mir-130a-3p/hsa-mir-301a-3p/ITGA2,LUAD,1
hsa-mir-130a-3p,hsa-mir-301a-3p,KPNA6,hsa-mir-130a-3p/hsa-mir-301a-3p/KPNA6,BLCA,1
hsa-mir-130a-3p,hsa-mir-301b-3p,CTSB,hsa-mir-130a-3p/hsa-mir-301b-3p/CTSB,LUAD,1
hsa-mir-130a-3p,hsa-mir-301b-3p,ETS2,hsa-mir-130a-3p/hsa-mir-301b-3p/ETS2,LUAD,1
hsa-mir-130a-3p,hsa-mir-30b-3p,FLT1,hsa-mir-130a-3p/hsa-mir-30b-3p/FLT1,BRCA,1
hsa-mir-130a-3p,hsa-mir-30c-5p,SLC1A5,hsa-mir-130a-3p/hsa-mir-30c-5p/SLC1A5,HNSC,1
hsa-mir-130a-3p,hsa-mir-324-5p,BHLHE41,hsa-mir-130a-3p/hsa-mir-324-5p/BHLHE41,LUAD,1
hsa-mir-130a-3p,hsa-mir-335-5p,ARNT2,hsa-mir-130a-3p/hsa-mir-335-5p/ARNT2,STAD,1
hsa-mir-130a-3p,hsa-mir-362-3p,ITSN1,hsa-mir-130a-3p/hsa-mir-362-3p/ITSN1,STAD,1
hsa-mir-130a-3p,hsa-mir-362-3p,TGFB2,hsa-mir-130a-3p/hsa-mir-362-3p/TGFB2,SARC,1
hsa-mir-130a-3p,hsa-mir-362-5p,APBB2,hsa-mir-130a-3p/hsa-mir-362-5p/APBB2,STAD,1
hsa-mir-130a-3p,hsa-mir-369-3p,LRP5,hsa-mir-130a-3p/hsa-mir-369-3p/LRP5,BLCA,1
hsa-mir-130a-3p,hsa-mir-429,HINT1,hsa-mir-130a-3p/hsa-mir-429/HINT1,BLCA,1
hsa-mir-130a-3p,hsa-mir-450b-5p,ANO6,hsa-mir-130a-3p/hsa-mir-450b-5p/ANO6,SARC,1
hsa-mir-130a-3p,hsa-mir-497-3p,IL1B,hsa-mir-130a-3p/hsa-mir-497-3p/IL1B,THYM,1
hsa-mir-130a-3p,hsa-mir-497-3p,NT5E,hsa-mir-130a-3p/hsa-mir-497-3p/NT5E,THYM,1
hsa-mir-130a-3p,hsa-mir-497-3p,TFRC,hsa-mir-130a-3p/hsa-mir-497-3p/TFRC,THYM,1
hsa-mir-130a-3p,hsa-mir-497-3p,TLR4,hsa-mir-130a-3p/hsa-mir-497-3p/TLR4,THYM,1
hsa-mir-130a-3p,hsa-mir-497-3p,TLR6,hsa-mir-130a-3p/hsa-mir-497-3p/TLR6,THYM,1
hsa-mir-130a-3p,hsa-mir-503-5p,SAMD4A,hsa-mir-130a-3p/hsa-mir-503-5p/SAMD4A,SARC,1
hsa-mir-130a-3p,hsa-mir-503-5p,TP53,hsa-mir-130a-3p/hsa-mir-503-5p/TP53,HNSC,1
hsa-mir-130a-3p,hsa-mir-518c-5p,TFRC,hsa-mir-130a-3p/hsa-mir-518c-5p/TFRC,THYM,1
hsa-mir-130a-3p,hsa-mir-519c-3p,BHLHE41,hsa-mir-130a-3p/hsa-mir-519c-3p/BHLHE41,THYM,1
